"rmort","rmortTB","CDRscaleO","fchild","vchild","rchild","w","pchild","pelderly","padult","n","uiscaleC","relderly","radult","x","fadult","felderly","vadult","CDRscale","e","nelderly","velderly","uiscaleA","uiscaleE","neta","CDRscaleE","fHadult","vHadult","pHadult","pHchild","rHadult","xH","alpha","fHchild","vHchild","rHchild","rmortTBH","p0"
-0.25,-0.0175155160052566,1.06945826438397,0.0478826716051465,0.000112268955611358,0.0125279922329355,0.0194208737759492,0.169134252041672,0.116579543599546,0.116579543599546,0.233842974545526,1.49118508255711,0.0131582342588362,0.0131582342588362,0.289678723359231,0.375038341274166,0.375038341274166,0.000284096509897501,0.172040372967271,0.750978623239221,0.233842974545526,0.000284096509897501,0.875748799755936,0.875748799755936,19.6559742741419,0.172040372967271,0.254312825199218,13.4297160481648,0.675803566116372,0.980459582813404,0.578534189794678,0.725671179678602,-0.0655260182403232,0.0324691535607269,0.00150774019488455,0.550824046271117,-0.0397722469853745,13628.428
-0.25,0.225280851300544,0.976870195539139,0.0749668858835405,0.000143103315533445,0.013126823322332,0.0184832703939284,0.103131320328071,0.0889740792927537,0.0889740792927537,0.166229858424639,1.43802619535618,0.00715592856681753,0.00715592856681753,0.39208015673164,0.719955162288053,0.719955162288053,0.000115100658622512,0.319363215005734,0.601640352761825,0.166229858424639,0.000115100658622512,0.476756598820356,0.476756598820356,13.7283612503281,0.319363215005734,0.30725915662565,11.2949856153761,0.759185370297636,0.879984263224935,0.411333744880978,0.64051894711755,-0.144092617565537,0.0319940231530864,0.00161634989046289,0.754549929495332,-0.0648292581338694,13628.428
-0.25,-0.258214822525847,0.159249964365092,0.0353844679099026,0.000254860171839141,0.00657536630173128,0.0106399125648872,0.193886345019581,0.156167683844095,0.156167683844095,0.222634208353404,1.77955065868072,0.0089287553844715,0.0089287553844715,0.252921708792229,0.704516831831139,0.704516831831139,0.00024438671754031,0.0135920114813759,0.74147042252522,0.222634208353404,0.00024438671754031,1.43285151920001,1.43285151920001,9.96224224713945,0.0135920114813759,0.364918936874689,12.875631187606,0.681812223652376,0.846488061932227,0.641243765380465,0.911775453236382,-0.102524664561619,0.0183281105974386,0.00328148557701067,0.472228487008502,-0.551130300813724,13628.428
-0.25,-0.0707398477547666,0.954072778617509,0.0434127438215567,0.000107696473718355,0.0118725795102306,0.0191112898780466,0.168989882027173,0.110504509291298,0.110504509291298,0.238245748518593,1.58801064145422,0.0121832128812112,0.0121832128812112,0.283595908998076,0.391629989673064,0.391629989673064,0.000281684491556489,0.0589749619681561,0.773137855037945,0.238245748518593,0.000281684491556489,0.869497939605032,0.869497939605032,19.4807876307649,0.0589749619681561,0.255339705989697,13.4247547659886,0.663784830276853,1.01509812476716,0.599519224796443,0.699265652480381,-0.0103326339116524,0.0283047711766307,0.00144579874883065,0.584233381925437,0.00546569875594742,13628.428
-0.25,-0.333777158862203,0.256747088904315,0.0308025265439398,0.000244844568546407,0.00650065154222686,0.0105782004580297,0.183953965464624,0.137035911164072,0.137035911164072,0.212369706657651,1.58036265187174,0.00917936663289763,0.00917936663289763,0.257939255094309,0.613914003168763,0.613914003168763,0.000253574962084279,0.170961439516248,0.752118111802525,0.212369706657651,0.000253574962084279,1.2389098612843,1.2389098612843,11.6001795017378,0.170961439516248,0.379646816607769,13.342680711807,0.714871557177975,0.959627710894781,0.576153234782628,0.925977516711187,-0.166175887875055,0.0190484026842899,0.00326688290213487,0.408020679861045,-0.3902153188833,13628.428
-0.25,0.236978100502598,1.76492542602728,0.0447555219114787,0.000117354501579622,0.0124389282363001,0.0180683035026923,0.179646935564513,0.113661603677146,0.113661603677146,0.233926062782853,1.57955026616944,0.0132213747389168,0.0132213747389168,0.29255349640188,0.361140326251888,0.361140326251888,0.000299708281600268,0.132415809013432,0.774382661649856,0.233926062782853,0.000299708281600268,0.60900092531531,0.60900092531531,19.4788761329969,0.132415809013432,0.214339319827362,12.6776051659499,0.649979404851327,1.0273197322929,0.634823976090643,0.759543706260002,-0.0711758704692327,0.0265627165611356,0.00148777403547329,0.597254826915313,0.22615757847861,13628.428
-0.25,-0.283079719818047,0.40792496150528,0.0510121430017504,0.000251701525697961,0.00786313384276726,0.014695976594591,0.149907885790587,0.12208928166685,0.12208928166685,0.205872661865717,1.68141743255056,0.00641035031748209,0.00641035031748209,0.264582551464965,0.625788935619937,0.625788935619937,0.00023608304684619,0.187719316943402,0.711156694954521,0.205872661865717,0.00023608304684619,1.20603411359432,1.20603411359432,13.062391307739,0.187719316943402,0.378708321371459,13.0805944910218,0.770728156592228,0.946342110434323,0.544397648761981,0.921885421503299,-0.150948629826104,0.0308709885172637,0.00329240559042652,0.667774983253124,-0.367372869990585,13628.428
-0.25,-0.261253860804567,-0.488119911859456,0.0210421675663421,0.000163926858156465,0.00861558824101369,0.017303332889264,0.13555673428729,0.130284018980165,0.130284018980165,0.234097603017399,1.29947276154741,0.00533321918213935,0.00533321918213935,0.305870204241353,0.350316393050898,0.350316393050898,0.000197102000183524,0.138352097570759,0.665647646222527,0.234097603017399,0.000197102000183524,0.923212486744839,0.923212486744839,19.2152779781244,0.138352097570759,0.310439740138566,7.44300687873685,0.555608967212021,0.57809497838305,0.53258791124867,0.942545009824874,-0.0497791925571697,0.0186469293496589,0.00122010873286829,0.86037306713868,-0.15640913140411,13628.428
-0.25,-0.110523636543826,1.52121742967929,0.0589525183999842,0.000124230674125561,0.0127982020559689,0.0159889141132235,0.165892459827049,0.102050298985021,0.102050298985021,0.238043564552566,1.86196558367603,0.0066330677503239,0.0066330677503239,0.408313198616389,0.617887381516293,0.617887381516293,0.000127685843032726,0.540030540408343,0.648661940290114,0.238043564552566,0.000127685843032726,0.728314752067816,0.728314752067816,15.3730172434898,0.540030540408343,0.366074312205869,11.1767749437074,0.642557511869816,1.04453830399927,0.421202500545655,0.69330447007628,0.00575436799278987,0.0349270810048238,0.00138849828580644,0.812691036994067,0.313407567065184,13628.428
-0.25,-0.393887157874166,1.40145306161513,0.10736129938979,0.000214308438270085,0.0126622334933375,0.0189051295740729,0.153332338620443,0.118799485663386,0.118799485663386,0.228949894382246,1.29796187962076,0.00978873031293239,0.00978873031293239,0.33494852113885,0.320840030763912,0.320840030763912,0.000290369092649199,0.826129669413448,0.463609743511201,0.228949894382246,0.000290369092649199,0.594864990753826,0.594864990753826,18.3295043644162,0.826129669413448,0.316886230726165,12.8938279013131,0.687404379607179,0.887220348762742,0.626100431973115,0.7440557028212,-0.0630976643436761,0.106038256537035,0.00276325612085366,0.809893582362686,0.343061965677456,13628.428
